Scan,Element,On Action,DO OFF Command,DO MESSAGE Command,DO WRITE Command,DO INSERT Command,DO CALC Command,DO LOG Command,DO CLEAR Command,DO MESSAGE,I/L Statement,CCS Message
B1,87,B1 86 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 4475,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 4475: 1VQ5 Coil 1 Trim PS,N/A,N/A
B1,88,B1 87 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 6100,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 6100: 1VQ5 Coil 2 Trim PS,N/A,N/A
B1,89,B1 88 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 7450,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 7450: 1VQ5 Coil 3 Trim PS,N/A,N/A
B1,90,B1 89 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 7475,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 7475: 1VQ5 Coil 4 Trim PS,N/A,N/A
B1,91,B1 86 MUXL RAW > REFERENCE+1600 OR B1 86 MUXL RAW < REFERENCE-1600,N/A,DO MESSAGE 60856 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 60856: 1VQ5 Coil 1 Trim Curremt  changed by > 1600 (B1 86 MUXL),N/A,N/A
B1,92,B1 87 MUXL RAW > REFERENCE+1600 OR B1 87 MUXL RAW < REFERENCE-1600,N/A,DO MESSAGE 60860 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 60860: 1VQ5 Coil 2 Trim Current  changed by > 1600 (B1 87 MUXL),N/A,N/A
B1,93,B1 88 MUXL RAW > REFERENCE+1600 OR B1 88 MUXL RAW < REFERENCE-1600,N/A,DO MESSAGE 60864 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 60864: 1VQ5 Coil 3 Trim Current  changed by > 1600 (B1 88 MUXL),N/A,N/A
B1,94,B1 89 MUXL RAW > REFERENCE+1600 OR B1 89 MUXL RAW < REFERENCE-1600,N/A,DO MESSAGE 60868 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 60868: 1VQ5 Coil 4 Trim Current  changed by > 1600 (B1 89 MUXL),N/A,N/A
B1,95,TEMP(6) = 0,N/A,N/A,DO WRITE 1 TO TEMP(6),N/A,N/A,N/A,N/A,N/A,N/A,N/A
B1,96,B1 381 MUXL SCALED < 4.4 AND TEMP(6) = 1,N/A,DO MESSAGE 62392 ,DO WRITE 0 TO TEMP(6),N/A,N/A,N/A,N/A,DO MESSAGE 62392: 1AQ14 Water Flow (gpm)  (B1 381) <4.4gpm WARNING XT=1AT,N/A,N/A
B1,97,TEMP(7) = 0,N/A,N/A,DO WRITE 1 TO TEMP(7),N/A,N/A,N/A,N/A,N/A,N/A,N/A
B1,98,MS 28 MUXL SCALED < 160.0 OR MS 28 MUXL SCALED > 220.0 AND TEMP(7) = 1,N/A,DO MESSAGE 60292 ,DO WRITE 0 TO TEMP(7),N/A,N/A,N/A,N/A,DO MESSAGE 60292: 1AQ14 Triplet Pump Pressure  (MS 28) <160psi or >220psi WARNING XT=1AT,N/A,N/A
B1,99,TEMP(8) = 0,N/A,N/A,DO WRITE 1 TO TEMP(8),N/A,N/A,N/A,N/A,N/A,N/A,N/A
B1,100,B1 379 MUXL SCALED > 40.0 AND TEMP(8) = 1,N/A,DO MESSAGE 66504 ,DO WRITE 0 TO TEMP(8),N/A,N/A,N/A,N/A,DO MESSAGE 66504: 1AQ14 cct 1 coil temperature  (B1 379) >40C WARNING XT=1AT,N/A,N/A
B1,101,SFBIT(I0303) = 1 AND TEMP(11) = 0,N/A,DO MESSAGE 103361,DO WRITE SFBIT(I0303) TO TEMP(11),N/A,N/A,N/A,N/A,DO MESSAGE 103361: B1 SCAN                        BL1A T1 IS Ready,N/A,N/A
B1,102,SFBIT(I0303) = 0 AND TEMP(11) = 1,N/A,DO MESSAGE 103362,DO WRITE SFBIT(I0303) TO TEMP(11),N/A,N/A,N/A,N/A,DO MESSAGE 103362: B1 SCAN                        BL1A T1 IS NOT Ready,N/A,N/A
B1,103,SFBIT(I0304) = 1 AND TEMP(12) = 0,N/A,DO MESSAGE 103363,DO WRITE SFBIT(I0304) TO TEMP(12),N/A,N/A,N/A,N/A,DO MESSAGE 103363: B1 SCAN                        BL1A T2 IS Ready,N/A,N/A
B1,104,SFBIT(I0304) = 0 AND TEMP(12) = 1,N/A,DO MESSAGE 103364,DO WRITE SFBIT(I0304) TO TEMP(12),N/A,N/A,N/A,N/A,DO MESSAGE 103364: B1 SCAN                        BL1A T2 IS NOT Ready,N/A,N/A
B1,105,SFBIT(I0305) = 1 AND TEMP(13) = 0,N/A,DO MESSAGE 103365,DO WRITE SFBIT(I0305) TO TEMP(13),N/A,N/A,N/A,N/A,DO MESSAGE 103365: B1 SCAN                        BL1A COL IS Ready,N/A,N/A
B1,106,SFBIT(I0305) = 0 AND TEMP(13) = 1,N/A,DO MESSAGE 103366,DO WRITE SFBIT(I0305) TO TEMP(13),N/A,N/A,N/A,N/A,DO MESSAGE 103366: B1 SCAN                        BL1A COL IS NOT Ready,N/A,N/A
B1,107,SFBIT(N0209) = 1 AND TEMP(14) = 0,N/A,DO MESSAGE 103367,DO WRITE SFBIT(N0209) TO TEMP(14),N/A,N/A,N/A,N/A,DO MESSAGE 103367: B1 SCAN                        BL1A T1 IS Enabled,N/A,N/A
B1,108,SFBIT(N0209) = 0 AND TEMP(14) = 1,N/A,DO MESSAGE 103368,DO WRITE SFBIT(N0209) TO TEMP(14),N/A,N/A,N/A,N/A,DO MESSAGE 103368: B1 SCAN                        BL1A T1 IS NOT Enabled,N/A,N/A
B1,109,SFBIT(N0210) = 1 AND TEMP(15) = 0,N/A,DO MESSAGE 103369,DO WRITE SFBIT(N0210) TO TEMP(15),N/A,N/A,N/A,N/A,DO MESSAGE 103369: B1 SCAN                        BL1A T2 IS Enabled,N/A,N/A
B1,110,SFBIT(N0210) = 0 AND TEMP(15) = 1,N/A,DO MESSAGE 103370,DO WRITE SFBIT(N0210) TO TEMP(15),N/A,N/A,N/A,N/A,DO MESSAGE 103370: B1 SCAN                        BL1A T2 IS NOT Enabled,N/A,N/A
B1,111,B1 32 MUXR RAW > REFERENCE+400 OR B1 32 MUXR RAW < REFERENCE-400,N/A,DO MESSAGE 72625 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 72625: 1AQ15 Voltage  changed by > 400 (B1 32 MUXR),N/A,N/A
B1,112,B1 514 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 8100,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 8100: 1VQ4 Polarity,N/A,N/A
B1,113,B1 523 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 8200,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 8200: 1AQ9 Polarity,N/A,N/A
B1,114,B1 524 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 8225,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 8225: 1AQ10 Polarity,N/A,N/A
B1,115,B1 525 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 8250,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 8250: 1AQ11 Polarity,N/A,N/A
B1,116,B1 526 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 8275,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 8275: 1AQ12 Polarity,N/A,N/A
B1,117,B1 527 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 8550,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 8550: 1AQ13 Polarity,N/A,N/A
B1,118,B1 551 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 13825,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 13825: 1VSM1 Polarity,N/A,N/A
B1,119,B1 552 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 13850,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 13850: 1BSM2 Polarity,N/A,N/A
B1,120,B1 553 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 13875,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 13875: 1BSM3 Polarity,N/A,N/A
B1,121,B1 560 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 13900,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 13900: 1ASM4 Polarity,N/A,N/A
B1,122,B1 561 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 13925,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 13925: 1ASM5 Polarity,N/A,N/A
B1,123,B1 562 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 13950,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 13950: 1ASM6 Polarity,N/A,N/A
B1,124,B1 563 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 13975,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 13975: 1ASM7 Polarity,N/A,N/A
B1,125,B1 564 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 14100,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 14100: 1ASM8 Polarity,N/A,N/A
B1,126,B1 565 DIGI MASK(hex)=F RAW != PREVIOUS,N/A,DO MESSAGE 14125,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 14125: 1ASM9 Polarity,N/A,N/A
B20,1,FIRST TIME,N/A,N/A,DO WRITE 1 TO TEMP(1),N/A,N/A,N/A,N/A,N/A,N/A,N/A
B20,2,TV 17 REG BIT=6 RAW = 0,N/A,N/A,DO WRITE 0 TO TEMP(1),N/A,N/A,"DO LOG opslog ""B-20 CRYOGENERATOR IS OFF""",N/A,N/A,N/A,N/A
B20,3,TV 17 REG BIT=6 RAW = 1 AND TEMP(1) = 0,N/A,N/A,DO WRITE 1 TO TEMP(1),N/A,N/A,"DO LOG opslog ""B-20 CRYOGENERATOR IS ON""",N/A,N/A,N/A,N/A
B20,4,TV 40 MUX SCALED > 20.0,N/A,DO MESSAGE 62136 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62136: B20 20deg Cyl #1 temp (H2 bulb)  HIGH XT=TV2,N/A,N/A
B20,5,TV 60 MUX SCALED > 89.0,N/A,DO MESSAGE 62192 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62192: B20 80deg Cyl #1 temp (Thermocouple)  HIGH XT=TV2,N/A,N/A
B20,6,TV 41 MUX SCALED > 20.0,N/A,DO MESSAGE 62140 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62140: B20 20deg Cyl #2 temp (H2 bulb)  HIGH XT=TV2,N/A,N/A
B20,7,TV 61 MUX SCALED > 89.0,N/A,DO MESSAGE 62196 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62196: B20 80deg Cyl #2 temp (Thermocouple)  HIGH XT=TV2,N/A,N/A
B20,8,TV 42 MUX SCALED > 20.0,N/A,DO MESSAGE 62144 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62144: B20 20deg Cyl #3 temp (H2 bulb)  HIGH XT=TV2,N/A,N/A
B20,9,TV 62 MUX SCALED > 89.0,N/A,DO MESSAGE 62200 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62200: B20 80deg Cyl #3 temp (Thermocouple)  HIGH XT=TV2,N/A,N/A
B20,10,TV 43 MUX SCALED > 20.0,N/A,DO MESSAGE 62148 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62148: B20 20deg Cyl #4 temp (H2 bulb)  HIGH XT=TV2,N/A,N/A
B20,11,TV 63 MUX SCALED > 89.0,N/A,DO MESSAGE 62204 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62204: B20 80deg Cyl #4 temp (Thermocouple)  HIGH XT=TV2,N/A,N/A
B20,12,TV 40 MUX SCALED > REFERENCE+0.3 OR TV 40 MUX SCALED < REFERENCE-0.3,N/A,DO MESSAGE 62136 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62136: B20 20deg Cyl #1 temp (H2 bulb)  changed by > 0.3K (TV 40 MUX) XT=TV2,N/A,N/A
B20,13,TV 60 MUX SCALED > REFERENCE+4 OR TV 60 MUX SCALED < REFERENCE-4,N/A,DO MESSAGE 62192 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62192: B20 80deg Cyl #1 temp (Thermocouple)  changed by > 4K (TV 60 MUX) XT=TV2,N/A,N/A
B20,14,TV 41 MUX SCALED > REFERENCE+0.3 OR TV 41 MUX SCALED < REFERENCE-0.3,N/A,DO MESSAGE 62140 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62140: B20 20deg Cyl #2 temp (H2 bulb)  changed by > 0.3K (TV 41 MUX) XT=TV2,N/A,N/A
B20,15,TV 61 MUX SCALED > REFERENCE+4 OR TV 61 MUX SCALED < REFERENCE-4,N/A,DO MESSAGE 62196 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62196: B20 80deg Cyl #2 temp (Thermocouple)  changed by > 4K (TV 61 MUX) XT=TV2,N/A,N/A
B20,16,TV 42 MUX SCALED > REFERENCE+0.3 OR TV 42 MUX SCALED < REFERENCE-0.3,N/A,DO MESSAGE 62144 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62144: B20 20deg Cyl #3 temp (H2 bulb)  changed by > 0.3K (TV 42 MUX) XT=TV2,N/A,N/A
B20,17,TV 62 MUX SCALED > REFERENCE+4 OR TV 62 MUX SCALED < REFERENCE-4,N/A,DO MESSAGE 62200 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62200: B20 80deg Cyl #3 temp (Thermocouple)  changed by > 4K (TV 62 MUX) XT=TV2,N/A,N/A
B20,18,TV 43 MUX SCALED > REFERENCE+0.3 OR TV 43 MUX SCALED < REFERENCE-0.3,N/A,DO MESSAGE 62148 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62148: B20 20deg Cyl #4 temp (H2 bulb)  changed by > 0.3K (TV 43 MUX) XT=TV2,N/A,N/A
B20,19,TV 63 MUX SCALED > REFERENCE+4 OR TV 63 MUX SCALED < REFERENCE-4,N/A,DO MESSAGE 62204 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62204: B20 80deg Cyl #4 temp (Thermocouple)  changed by > 4K (TV 63 MUX) XT=TV2,N/A,N/A
B20,20,TV 46 MUX SCALED > 360.0,N/A,DO MESSAGE 62160 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62160: Cylinder #1 pressure (PSIG) [1m HIGH[0m XT=TV2,N/A,N/A
B20,21,TV 47 MUX SCALED > 360.0,N/A,DO MESSAGE 62164 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62164: Cylinder #2 pressure (PSIG) [1m HIGH[0m XT=TV2,N/A,N/A
B20,22,TV 50 MUX SCALED > 360.0,N/A,DO MESSAGE 62168 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62168: Cylinder #3 pressure (PSIG) [1m HIGH[0m XT=TV2,N/A,N/A
B20,23,TV 51 MUX SCALED > 360.0,N/A,DO MESSAGE 62172 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 62172: Cylinder #4 pressure (PSIG) [1m HIGH[0m XT=TV2,N/A,N/A
B20,24,FIRST TIME,N/A,N/A,DO WRITE 2 TO TEMP(2),N/A,N/A,N/A,N/A,N/A,N/A,N/A
B20,25,TV 94 MUX SCALED > 120.0,N/A,DO MESSAGE 80200 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 80200: 80K Transfer Line Return Temperature [1m HIGH[0m XT=TV2,N/A,N/A
B20,26,TV 95 MUX SCALED > 120.0,N/A,DO MESSAGE 80204 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 80204: 80K Heat Exchanger Output Temperature [1m HIGH[0m XT=TV2,N/A,N/A
B2A,1,2A 1 MUXL RAW > REFERENCE+100 OR 2A 1 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 75968 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 75968: 2AVCM1 Current  current changed by > 100 (2A 1 MUXL),N/A,N/A
B2A,2,2A 1 MUXT RAW > REFERENCE+100 OR 2A 1 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 75968 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 75968: 2AVCM1 Current  voltage changed by > 100 (2A 1 MUXT),N/A,N/A
B2A,3,2A 1 MUXB RAW > REFERENCE+100 OR 2A 1 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 75968 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 75968: 2AVCM1 Current  ground current changed by > 100 (2A 1 MUXB),N/A,N/A
B2A,4,2A 2 MUXL RAW > REFERENCE+100 OR 2A 2 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76000 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76000: 2AVB1 27.5 deg bend Current  current changed by > 100 (2A 2 MUXL),N/A,N/A
B2A,5,2A 2 MUXT RAW > REFERENCE+100 OR 2A 2 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76000 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76000: 2AVB1 27.5 deg bend Current  voltage changed by > 100 (2A 2 MUXT),N/A,N/A
B2A,6,2A 2 MUXB RAW > REFERENCE+100 OR 2A 2 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76000 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76000: 2AVB1 27.5 deg bend Current  ground current changed by > 100 (2A 2 MUXB),N/A,N/A
B2A,7,2A 3 MUXL RAW > REFERENCE+100 OR 2A 3 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76004 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76004: 2AVB2 27.5 deg bend Current  current changed by > 100 (2A 3 MUXL),N/A,N/A
B2A,8,2A 3 MUXT RAW > REFERENCE+100 OR 2A 3 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76004 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76004: 2AVB2 27.5 deg bend Current  voltage changed by > 100 (2A 3 MUXT),N/A,N/A
B2A,9,2A 3 MUXB RAW > REFERENCE+100 OR 2A 3 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76004 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76004: 2AVB2 27.5 deg bend Current  ground current changed by > 100 (2A 3 MUXB),N/A,N/A
B2A,10,2A 4 MUXL RAW > REFERENCE+100 OR 2A 4 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76012 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76012: 2AB3 Current  current changed by > 100 (2A 4 MUXL),N/A,N/A
B2A,11,2A 4 MUXT RAW > REFERENCE+100 OR 2A 4 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76012 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76012: 2AB3 Current  voltage changed by > 100 (2A 4 MUXT),N/A,N/A
B2A,12,2A 4 MUXB RAW > REFERENCE+100 OR 2A 4 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76012 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76012: 2AB3 Current  ground current changed by > 100 (2A 4 MUXB),N/A,N/A
B2A,13,2A 5 MUXL RAW > REFERENCE+100 OR 2A 5 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76020 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76020: 2A2B4/2A3B4 15 deg bend Current  current changed by > 100 (2A 5 MUXL),N/A,N/A
B2A,14,2A 5 MUXT RAW > REFERENCE+100 OR 2A 5 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76020 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76020: 2A2B4/2A3B4 15 deg bend Current  voltage changed by > 100 (2A 5 MUXT),N/A,N/A
B2A,15,2A 5 MUXB RAW > REFERENCE+100 OR 2A 5 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76020 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76020: 2A2B4/2A3B4 15 deg bend Current  ground current changed by > 100 (2A 5 MUXB),N/A,N/A
B2A,16,2A 11 MUXL RAW > REFERENCE+100 OR 2A 11 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76036 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76036: 2AVQ1 ver. focussing Current  current changed by > 100 (2A 11 MUXL),N/A,N/A
B2A,17,2A 11 MUXT RAW > REFERENCE+100 OR 2A 11 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76036 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76036: 2AVQ1 ver. focussing Current  voltage changed by > 100 (2A 11 MUXT),N/A,N/A
B2A,18,2A 11 MUXB RAW > REFERENCE+100 OR 2A 11 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76036 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76036: 2AVQ1 ver. focussing Current  ground current changed by > 100 (2A 11 MUXB),N/A,N/A
B2A,19,2A 12 MUXL RAW > REFERENCE+100 OR 2A 12 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76044 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76044: 2AVQ2 hor. focussing Current  current changed by > 100 (2A 12 MUXL),N/A,N/A
B2A,20,2A 12 MUXT RAW > REFERENCE+100 OR 2A 12 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76044 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76044: 2AVQ2 hor. focussing Current  voltage changed by > 100 (2A 12 MUXT),N/A,N/A
B2A,21,2A 12 MUXB RAW > REFERENCE+100 OR 2A 12 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76044 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76044: 2AVQ2 hor. focussing Current  ground current changed by > 100 (2A 12 MUXB),N/A,N/A
B2A,22,2A 13 MUXL RAW > REFERENCE+100 OR 2A 13 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76052 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76052: 2AVQ3 hor. focussing Current  current changed by > 100 (2A 13 MUXL),N/A,N/A
B2A,23,2A 13 MUXT RAW > REFERENCE+100 OR 2A 13 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76052 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76052: 2AVQ3 hor. focussing Current  voltage changed by > 100 (2A 13 MUXT),N/A,N/A
B2A,24,2A 13 MUXB RAW > REFERENCE+100 OR 2A 13 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76052 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76052: 2AVQ3 hor. focussing Current  ground current changed by > 100 (2A 13 MUXB),N/A,N/A
B2A,25,2A 14 MUXL RAW > REFERENCE+100 OR 2A 14 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76060 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76060: 2AVQ4 ver. focussing Current  current changed by > 100 (2A 14 MUXL),N/A,N/A
B2A,26,2A 14 MUXT RAW > REFERENCE+100 OR 2A 14 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76060 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76060: 2AVQ4 ver. focussing Current  voltage changed by > 100 (2A 14 MUXT),N/A,N/A
B2A,27,2A 14 MUXB RAW > REFERENCE+100 OR 2A 14 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76060 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76060: 2AVQ4 ver. focussing Current  ground current changed by > 100 (2A 14 MUXB),N/A,N/A
B2A,28,2A 15 MUXL RAW > REFERENCE+100 OR 2A 15 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76068 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76068: 2AVQ5 ver. focussing Current  current changed by > 100 (2A 15 MUXL),N/A,N/A
B2A,29,2A 15 MUXT RAW > REFERENCE+100 OR 2A 15 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76068 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76068: 2AVQ5 ver. focussing Current  voltage changed by > 100 (2A 15 MUXT),N/A,N/A
B2A,30,2A 15 MUXB RAW > REFERENCE+100 OR 2A 15 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76068 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76068: 2AVQ5 ver. focussing Current  ground current changed by > 100 (2A 15 MUXB),N/A,N/A
B2A,31,2A 16 MUXL RAW > REFERENCE+100 OR 2A 16 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76076 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76076: 2AVQ6 hor. focussing Current  current changed by > 100 (2A 16 MUXL),N/A,N/A
B2A,32,2A 16 MUXT RAW > REFERENCE+100 OR 2A 16 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76076 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76076: 2AVQ6 hor. focussing Current  voltage changed by > 100 (2A 16 MUXT),N/A,N/A
B2A,33,2A 16 MUXB RAW > REFERENCE+100 OR 2A 16 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76076 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76076: 2AVQ6 hor. focussing Current  ground current changed by > 100 (2A 16 MUXB),N/A,N/A
B2A,34,2A 17 MUXL RAW > REFERENCE+100 OR 2A 17 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76084 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76084: 2AVQ7 ver. focussing Current  current changed by > 100 (2A 17 MUXL),N/A,N/A
B2A,35,2A 17 MUXT RAW > REFERENCE+100 OR 2A 17 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76084 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76084: 2AVQ7 ver. focussing Current  voltage changed by > 100 (2A 17 MUXT),N/A,N/A
B2A,36,2A 17 MUXB RAW > REFERENCE+100 OR 2A 17 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76084 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76084: 2AVQ7 ver. focussing Current  ground current changed by > 100 (2A 17 MUXB),N/A,N/A
B2A,37,2A 21 MUXL RAW > REFERENCE+100 OR 2A 21 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76092 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76092: 2AQ8 ver. focussing Current  current changed by > 100 (2A 21 MUXL),N/A,N/A
B2A,38,2A 21 MUXT RAW > REFERENCE+100 OR 2A 21 MUXT RAW < REFERENCE-100,N/A,DO MESSAGE 76092 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76092: 2AQ8 ver. focussing Current  voltage changed by > 100 (2A 21 MUXT),N/A,N/A
B2A,39,2A 21 MUXB RAW > REFERENCE+100 OR 2A 21 MUXB RAW < REFERENCE-100,N/A,DO MESSAGE 76092 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76092: 2AQ8 ver. focussing Current  ground current changed by > 100 (2A 21 MUXB),N/A,N/A
B2A,40,2A 22 MUXL RAW > REFERENCE+100 OR 2A 22 MUXL RAW < REFERENCE-100,N/A,DO MESSAGE 76100 ,N/A,N/A,N/A,N/A,N/A,DO MESSAGE 76100: 2AQ9 hor. focussing Current  current changed by > 100 (2A 22 MUXL),N/A,N/A
