,Text,Thumbwheel,XT Page,Keyword
184,BL 2C WEEKLY CHARGE (INTEGRATED TIMER),MS 650 MUX,08,Miscellanious
185,BL 2C CHARGE (INTEGRATED TIMER),MS 520 MUX,08,Miscellanious
186,BL 2C1 WEEKLY SIMPLE TIMER,MS 641 MUX,08,Miscellanious
187,BL 2C1 SIMPLE TIMER,MS 440 MUX,08,Miscellanious
188,BL 2C1 WEEKLY CHARGE (INTEGRATED TIMER),MS 651 MUX,08,Miscellanious
189,BL 2C4 WEEKLY SIMPLE TIMER,MS 644 MUX,08,Miscellanious
190,BL 2C4 SIMPLE TIMER,MS 443 MUX,08,Miscellanious
191,BL 2C4 WEEKLY CHARGE (INTEGRATED TIMER),MS 654 MUX,08,Miscellanious
192,BL 2C4 CHARGE (INTEGRATED TIMER),MS 524 MUX,08,Miscellanious
193,FOIL 1 SIMPLE TIMER,MS 450 MUX,08,Miscellanious
194,FOIL 1 CHARGE (INTEGRATED TIMER),MS 530 MUX,08,Miscellanious
195,FOIL 3 SIMPLE TIMER,MS 451 MUX,08,Miscellanious
196,FOIL 3 CHARGE (INTEGRATED TIMER),MS 531 MUX,08,Miscellanious
197,FOIL 5 SIMPLE TIMER,MS 452 MUX,08,Miscellanious
198,FOIL 5 CHARGE (INTEGRATED TIMER),MS 532 MUX,08,Miscellanious
199,FOIL 7 SIMPLE TIMER,MS 453 MUX,08,Miscellanious
200,FOIL 7 CHARGE (INTEGRATED TIMER),MS 533 MUX,08,Miscellanious
201,FOIL 9 SIMPLE TIMER,MS 454 MUX,08,Miscellanious
202,FOIL 9 CHARGE (INTEGRATED TIMER),MS 534 MUX,08,Miscellanious
203,FOIL 11 SIMPLETIMER,MS 455 MUX,08,Miscellanious
204,FOIL 11 CHARGE(INTEGRATED TIMER),MS 535 MUX,08,Miscellanious
205,FOIL 13 SIMPLETIMER,MS 456 MUX,08,Miscellanious
206,FOIL 13 CHARGE(INTEGRATED TIMER),MS 536 MUX,08,Miscellanious
207,"2C1 IRRADIATIONSIMPLE TIMER, IRRADIATION TIME (2C1 FAST SHUTTER OUT)",MS 447 MUX,"08, 2C1",Miscellanious
208,BL 2A WEEKLY CHARGE (INTEGRATED TIMER),MS 626 MUX,09,Miscellanious
209,BL 2A SIMPLE TIMER,MS 600 MUX,09,Miscellanious
210,BL 2A CHARGE (INTEGRATED TIMER),MS 620 MUX,09,Miscellanious
211,BL 2A2 SIMPLE TIMER,MS 608 MUX,09,Miscellanious
212,BL 2A2 CHARGE (INTEGRATED TIMER),MS 628 MUX,09,Miscellanious
213,BL 2A3 SIMPLE TIMER,MS 609 MUX,09,Miscellanious
214,BL 2A3 CHARGE (INTEGRATED TIMER),MS 629 MUX,09,Miscellanious
215,BL 2A TARGET ACC. CHARGE TRIP LIMIT,TK 602 MUX,09,Tank
216,BL 2A TARGET ACC. CHARGE WARN LIMIT,TK 603 MUX,09,Tank
217,FOIL 1 SIMPLE TIMER,MS 601 MUX,09,Miscellanious
218,FOIL 1 CHARGE (INTEGRATED TIMER),MS 621 MUX,09,Miscellanious
219,FOIL 2 SIMPLE TIMER,MS 602 MUX,09,Miscellanious
220,FOIL 2 CHARGE (INTEGRATED TIMER),MS 622 MUX,09,Miscellanious
221,FOIL 3 SIMPLE TIMER,MS 603 MUX,09,Miscellanious
222,FOIL 3 CHARGE (INTEGRATED TIMER),MS 623 MUX,09,Miscellanious
223,FOIL 4 SIMPLE TIMER,MS 604 MUX,09,Miscellanious
224,FOIL 4 CHARGE (INTEGRATED TIMER),MS 624 MUX,09,Miscellanious
225,FOIL 5 SIMPLE TIMER,MS 605 MUX,09,Miscellanious
226,FOIL 5 CHARGE (INTEGRATED TIMER),MS 625 MUX,09,Miscellanious
227,FOIL 6 SIMPLE TIMER,MS 610 MUX,09,Miscellanious
228,FOIL 6 CHARGE (INTEGRATED TIMER),MS 630 MUX,09,Miscellanious
229,FOIL 7 SIMPLE TIMER,MS 611 MUX,09,Miscellanious
230,FOIL 7 CHARGE (INTEGRATED TIMER),MS 631 MUX,09,Miscellanious
231,FOIL 8 SIMPLE TIMER,MS 612 MUX,09,Miscellanious
232,FOIL 8 CHARGE (INTEGRATED TIMER),MS 632 MUX,09,Miscellanious
233,FOIL 9 SIMPLE TIMER,MS 613 MUX,09,Miscellanious
234,FOIL 9 CHARGE (INTEGRATED TIMER),MS 633 MUX,09,Miscellanious
235,WEATHER STATIONPRESSURE,MS 84 MUX,0W,Miscellanious
236,WEATHER STATIONHUMIDITY,MS 82 MUX,0W,Miscellanious
237,WET BULB TEMPERATURE,MS 88 MUX,0W,Miscellanious
238,WEATHER STATIONWINDPEAK,MS 87 MUX,0W,Miscellanious
239,WEATHER STATIONRAINTODAY,MS 83 MUX,0W,Miscellanious
240,"WEATHER INFO XFER PROCESS WATCHDOG, WEATHERINFO",MS 80 MUX,"0W, MNW",Miscellanious
241,AIR MONITOR 1 DEFEATED STATUS,SF 100 REG,12,Safety
242,AIR MONITOR 1 COUNT/MIN,SF 140 MUX,12,Safety
243,AIR MONITOR 1 WARN KCPM,SF 160 MUX,12,Safety
244,AIR MONITOR 2 DEFEATED STATUS,SF 101 REG,12,Safety
245,AIR MONITOR 2 COUNT/MIN,SF 141 MUX,12,Safety
246,AIR MONITOR 2 WARN KCPM,SF 161 MUX,12,Safety
247,AIR MONITOR 3 DEFEATED STATUS,SF 102 REG,12,Safety
248,"AIR MONITOR #3 (2C HOT CELL), AIR MONITOR 3 COUNT/MIN",SF 142 MUX,"12, 2C4",Safety
249,AIR MONITOR 3 WARN KCPM,SF 162 MUX,12,Safety
250,AIR MONITOR 4 DEFEATED STATUS,SF 103 REG,12,Safety
251,AIR MONITOR 4 COUNT/MIN,SF 143 MUX,12,Safety
252,AIR MONITOR 4 WARN KCPM,SF 163 MUX,12,Safety
253,AIR MONITOR 5 DEFEATED STATUS,SF 104 REG,12,Safety
254,AIR MONITOR 5 COUNT/MIN,SF 144 MUX,12,Safety
255,AIR MONITOR 5 WARN KCPM,SF 164 MUX,12,Safety
256,AIR MONITOR 6 DEFEATED STATUS,SF 105 REG,12,Safety
257,AIR MONITOR 6 COUNT/MIN,SF 145 MUX,12,Safety
258,AIR MONITOR 6 WARN KCPM,SF 165 MUX,12,Safety
259,AIR MONITOR 7 DEFEATED STATUS,SF 106 REG,12,Safety
260,AIR MONITOR 7 COUNT/MIN,SF 146 MUX,12,Safety
261,AIR MONITOR 7 WARN KCPM,SF 166 MUX,12,Safety
262,AIR MONITOR 8 DEFEATED STATUS,SF 107 REG,12,Safety
263,AIR MONITOR 8 COUNT/MIN,SF 147 MUX,12,Safety
264,AIR MONITOR 8 WARN KCPM,SF 167 MUX,12,Safety
265,AIR MONITOR 9 DEFEATED STATUS,SF 110 REG,12,Safety
266,AIR MONITOR 9 COUNT/MIN,SF 150 MUX,12,Safety
267,AIR MONITOR 9 WARN KCPM,SF 170 MUX,12,Safety
268,AIR MONITOR 10 DEFEATED STATUS,SF 111 REG,12,Safety
269,AIR MONITOR 10 COUNT/MIN,SF 151 MUX,12,Safety
270,AIR MONITOR 10 WARN KCPM,SF 171 MUX,12,Safety
271,AIR MONITOR 11 DEFEATED STATUS,SF 112 REG,12,Safety
272,AIR MONITOR 11 COUNT/MIN,SF 152 MUX,12,Safety
273,AIR MONITOR 11 WARN KCPM,SF 172 MUX,12,Safety
274,AIR MONITOR 12 DEFEATED STATUS,SF 113 REG,12,Safety
275,AIR MONITOR 12 COUNT/MIN,SF 153 MUX,12,Safety
276,AIR MONITOR 12 WARN KCPM,SF 173 MUX,12,Safety
277,AIR MONITOR 13 DEFEATED STATUS,SF 114 REG,12,Safety
278,AIR MONITOR 13 COUNT/MIN,SF 154 MUX,12,Safety
279,AIR MONITOR 13 WARN KCPM,SF 174 MUX,12,Safety
280,AIR MONITOR 14 DEFEATED STATUS,SF 115 REG,12,Safety
281,AIR MONITOR 14 COUNT/MIN,SF 155 MUX,12,Safety
282,AIR MONITOR 14 WARN KCPM,SF 175 MUX,12,Safety
283,AIR MONITOR 15 DEFEATED STATUS,SF 116 REG,12,Safety
284,AIR MONITOR 15 COUNT/MIN,SF 156 MUX,12,Safety
285,AIR MONITOR 15 WARN KCPM,SF 176 MUX,12,Safety
286,AIR MONITOR 16 DEFEATED STATUS,SF 117 REG,12,Safety
287,AIR MONITOR 16 COUNT/MIN,SF 157 MUX,12,Safety
288,AIR MONITOR 16 WARN KCPM,SF 177 MUX,12,Safety
289,AIR MONITOR 17 DEFEATED STATUS,SF 120 REG,12,Safety
290,AIR MONITOR 17 COUNT/MIN,SF 200 MUX,12,Safety
291,AIR MONITOR 17 WARN KCPM,SF 220 MUX,12,Safety
292,AIR MONITOR 18 DEFEATED STATUS,SF 121 REG,12,Safety
293,AIR MONITOR 18 COUNT/MIN,SF 201 MUX,12,Safety
294,AIR MONITOR 18 WARN KCPM,SF 221 MUX,12,Safety
295,"BEAMLINE 2C ENERGY, BL2C ENERGY",B2 720 MUX,"12, 12A, 12B, 1R, 2C1",Beamline 2C
296,"SAFETY AIR MONITORS, SAFETY AIR MONITORS WATCHDOG",SF 441 MUX,"12, 12A, 12B, MNW1",Safety
297,AIRMONITOR 19 DEFEATED STATUS,SF 122 REG,12A,Safety
298,"AIR MONITOR #19, AIRMONITOR 19 COUNT/MIN",SF 202 MUX,"12A, 2C4",Safety
299,AIRMONITOR 19 WARN KCPM,SF 222 MUX,12A,Safety
300,AIRMONITOR 20 DEFEATED STATUS,SF 123 REG,12A,Safety
301,AIRMONITOR 20 COUNT/MIN,SF 203 MUX,12A,Safety
302,AIRMONITOR 20 WARN KCPM,SF 223 MUX,12A,Safety
303,AIRMONITOR 21 DEFEATED STATUS,SF 124 REG,12A,Safety
304,AIRMONITOR 21 COUNT/MIN,SF 204 MUX,12A,Safety
305,AIRMONITOR 21 WARN KCPM,SF 224 MUX,12A,Safety
306,AIRMONITOR 22 DEFEATED STATUS,SF 125 REG,12A,Safety
307,AIRMONITOR 22 COUNT/MIN,SF 205 MUX,12A,Safety
308,AIRMONITOR 22 WARN KCPM,SF 225 MUX,12A,Safety
309,AIRMONITOR 23 DEFEATED STATUS,SF 126 REG,12A,Safety
310,AIRMONITOR 23 COUNT/MIN,SF 206 MUX,12A,Safety
311,AIRMONITOR 23 WARN KCPM,SF 226 MUX,12A,Safety
312,AIRMONITOR 24 DEFEATED STATUS,SF 127 REG,12A,Safety
313,AIRMONITOR 24 COUNT/MIN,SF 207 MUX,12A,Safety
314,AIRMONITOR 24 WARN KCPM,SF 227 MUX,12A,Safety
315,AIRMONITOR 25 DEFEATED STATUS,SF 130 REG,12A,Safety
316,AIRMONITOR 25 COUNT/MIN,SF 210 MUX,12A,Safety
317,AIRMONITOR 25 WARN KCPM,SF 230 MUX,12A,Safety
318,AIRMONITOR 26 DEFEATED STATUS,SF 131 REG,12A,Safety
319,AIRMONITOR 26 COUNT/MIN,SF 211 MUX,12A,Safety
320,AIRMONITOR 26 WARN KCPM,SF 231 MUX,12A,Safety
321,AIRMONITOR 27 DEFEATED STATUS,SF 132 REG,12A,Safety
322,AIRMONITOR 27 COUNT/MIN,SF 212 MUX,12A,Safety
323,AIRMONITOR 27 WARN KCPM,SF 232 MUX,12A,Safety
324,AIRMONITOR 28 DEFEATED STATUS,SF 133 REG,12A,Safety
325,AIRMONITOR 28 COUNT/MIN,SF 213 MUX,12A,Safety
326,AIRMONITOR 28 WARN KCPM,SF 233 MUX,12A,Safety
327,AIRMONITOR 29 DEFEATED STATUS,SF 134 REG,12A,Safety
328,AIRMONITOR 29 COUNT/MIN,SF 214 MUX,12A,Safety
329,AIRMONITOR 29 WARN KCPM,SF 234 MUX,12A,Safety
330,AIRMONITOR 30 DEFEATED STATUS,SF 135 REG,12A,Safety
331,AIRMONITOR 30 COUNT/MIN,SF 215 MUX,12A,Safety
332,AIRMONITOR 30 WARN KCPM,SF 235 MUX,12A,Safety
333,AIRMONITOR 31 DEFEATED STATUS,SF 136 REG,12A,Safety
334,AIRMONITOR 31 COUNT/MIN,SF 216 MUX,12A,Safety
335,AIRMONITOR 31 WARN KCPM,SF 236 MUX,12A,Safety
336,AIRMONITOR 32 DEFEATED STATUS,SF 137 REG,12A,Safety
337,AIRMONITOR 32 COUNT/MIN,SF 217 MUX,12A,Safety
338,AIRMONITOR 32 WARN KCPM,SF 237 MUX,12A,Safety
339,AIRMONITOR 33 DEFEATED STATUS,SF 180 REG,12B,Safety
340,AIRMONITOR 33 COUNT/MIN,SF 180 MUX,12B,Safety
341,AIRMONITOR 33 WARN KCPM,SF 190 MUX,12B,Safety
342,AIRMONITOR 34 DEFEATED STATUS,SF 181 REG,12B,Safety
343,AIRMONITOR 34 COUNT/MIN,SF 181 MUX,12B,Safety
344,AIRMONITOR 34 WARN KCPM,SF 191 MUX,12B,Safety
345,AIRMONITOR 35 DEFEATED STATUS,SF 182 REG,12B,Safety
346,AIRMONITOR 35 COUNT/MIN,SF 182 MUX,12B,Safety
347,AIRMONITOR 35 WARN KCPM,SF 192 MUX,12B,Safety
348,AIRMONITOR 36 DEFEATED STATUS,SF 183 REG,12B,Safety
349,AIRMONITOR 36 COUNT/MIN,SF 183 MUX,12B,Safety
350,AIRMONITOR 36 WARN KCPM,SF 193 MUX,12B,Safety
351,AIRMONITOR 37 DEFEATED STATUS,SF 184 REG,12B,Safety
352,AIRMONITOR 37 COUNT/MIN,SF 184 MUX,12B,Safety
353,AIRMONITOR 37 WARN KCPM,SF 194 MUX,12B,Safety
354,AIRMONITOR 38 DEFEATED STATUS,SF 185 REG,12B,Safety
355,AIRMONITOR 38 COUNT/MIN,SF 185 MUX,12B,Safety
356,AIRMONITOR 38 WARN KCPM,SF 195 MUX,12B,Safety
357,AIRMONITOR 39 DEFEATED STATUS,SF 186 REG,12B,Safety
358,AIRMONITOR 39 COUNT/MIN,SF 186 MUX,12B,Safety
359,AIRMONITOR 39 WARN KCPM,SF 196 MUX,12B,Safety
360,AIRMONITOR 40 DEFEATED STATUS,SF 187 REG,12B,Safety
361,AIRMONITOR 40 COUNT/MIN,SF 187 MUX,12B,Safety
362,AIRMONITOR 40 WARN KCPM,SF 197 MUX,12B,Safety
363,AIRMONITOR 41 DEFEATED STATUS,SF 188 REG,12B,Safety
364,AIRMONITOR 41 COUNT/MIN,SF 188 MUX,12B,Safety
365,AIRMONITOR 41 WARN KCPM,SF 198 MUX,12B,Safety
366,AIRMONITOR 42 DEFEATED STATUS,SF 189 REG,12B,Safety
367,AIRMONITOR 42 COUNT/MIN,SF 189 MUX,12B,Safety
368,AIRMONITOR 42 WARN KCPM,SF 199 MUX,12B,Safety
369,NEUTRON MONITOR1DEFEATED STATUS,SF 140 REG,13,Safety
370,NEUTRON MONITOR1DATA,SF 340 MUX,13,Safety
371,NEUTRON MONITOR1WARN LEVEL,SF 360 MUX,13,Safety
372,NEUTRON MONITOR2DEFEATED STATUS,SF 141 REG,13,Safety
373,NEUTRON MONITOR2DATA,SF 341 MUX,13,Safety
374,NEUTRON MONITOR2WARN LEVEL,SF 361 MUX,13,Safety
375,NEUTRON MONITOR3DEFEATED STATUS,SF 142 REG,13,Safety
376,NEUTRON MONITOR3DATA,SF 342 MUX,13,Safety
377,NEUTRON MONITOR3WARN LEVEL,SF 362 MUX,13,Safety
378,NEUTRON MONITOR4DEFEATED STATUS,SF 143 REG,13,Safety
379,NEUTRON MONITOR4DATA,SF 343 MUX,13,Safety
380,NEUTRON MONITOR4WARN LEVEL,SF 363 MUX,13,Safety
381,NEUTRON MONITOR5DEFEATED STATUS,SF 144 REG,13,Safety
382,NEUTRON MONITOR5DATA,SF 344 MUX,13,Safety
383,NEUTRON MONITOR5WARN LEVEL,SF 364 MUX,13,Safety
384,NEUTRON MONITOR6DEFEATED STATUS,SF 145 REG,13,Safety
385,NEUTRON MONITOR6DATA,SF 345 MUX,13,Safety
386,NEUTRON MONITOR6WARN LEVEL,SF 365 MUX,13,Safety
387,NEUTRON MONITOR7DEFEATED STATUS,SF 146 REG,13,Safety
388,NEUTRON MONITOR7DATA,SF 346 MUX,13,Safety
389,NEUTRON MONITOR7WARN LEVEL,SF 366 MUX,13,Safety
390,NEUTRON MONITOR8DEFEATED STATUS,SF 147 REG,13,Safety
391,NEUTRON MONITOR8DATA,SF 347 MUX,13,Safety
392,NEUTRON MONITOR8WARN LEVEL,SF 367 MUX,13,Safety
393,NEUTRON MONITOR9DEFEATED STATUS,SF 150 REG,13,Safety
394,NEUTRON MONITOR9DATA,SF 350 MUX,13,Safety
395,NEUTRON MONITOR9WARN LEVEL,SF 370 MUX,13,Safety
396,NEUTRON MONITOR10 DEFEATED STATUS,SF 151 REG,13,Safety
397,NEUTRON MONITOR10 DATA,SF 351 MUX,13,Safety
398,NEUTRON MONITOR10 WARN LEVEL,SF 371 MUX,13,Safety
399,NEUTRON MONITOR11 DEFEATED STATUS,SF 152 REG,13,Safety
400,NEUTRON MONITOR11 DATA,SF 352 MUX,13,Safety
401,NEUTRON MONITOR11 WARN LEVEL,SF 372 MUX,13,Safety
402,NEUTRON MONITOR12 DEFEATED STATUS,SF 153 REG,13,Safety
403,NEUTRON MONITOR12 DATA,SF 353 MUX,13,Safety
404,NEUTRON MONITOR12 WARN LEVEL,SF 373 MUX,13,Safety
405,NEUTRON MONITOR13 DEFEATED STATUS,SF 154 REG,13,Safety
406,NEUTRON MONITOR13 DATA,SF 354 MUX,13,Safety
407,NEUTRON MONITOR13 WARN LEVEL,SF 374 MUX,13,Safety
408,NEUTRON MONITOR14 DEFEATED STATUS,SF 155 REG,13,Safety
409,NEUTRON MONITOR14 DATA,SF 355 MUX,13,Safety
410,NEUTRON MONITOR14 WARN LEVEL,SF 375 MUX,13,Safety
411,NEUTRON MONITOR15 DEFEATED STATUS,SF 156 REG,13,Safety
412,NEUTRON MONITOR15 DATA,SF 356 MUX,13,Safety
413,NEUTRON MONITOR15 WARN LEVEL,SF 376 MUX,13,Safety
414,NEUTRON MONITOR16 DEFEATED STATUS,SF 157 REG,13,Safety
415,NEUTRON MONITOR16 DATA,SF 357 MUX,13,Safety
416,NEUTRON MONITOR16 WARN LEVEL,SF 377 MUX,13,Safety
417,NEUTRON MONITOR17 DEFEATED STATUS,SF 160 REG,13,Safety
418,NEUTRON MONITOR17 DATA,SF 400 MUX,13,Safety
419,NEUTRON MONITOR17 WARN LEVEL,SF 420 MUX,13,Safety
420,NEUTRON MONITOR18 DEFEATED STATUS,SF 161 REG,13,Safety
421,NEUTRON MONITOR18 DATA,SF 401 MUX,13,Safety
422,NEUTRON MONITOR18 WARN LEVEL,SF 421 MUX,13,Safety
423,RADIATION MONITOR 1 OFF STATUS,SF 200 REG,14,Safety
424,RADIATION MONITOR 1 USV/HR,SF 240 MUX,14,Safety
425,RADIATION MONITOR 1 WARN LEVEL,SF 260 MUX,14,Safety
426,RADIATION MONITOR 2 OFF STATUS,SF 201 REG,14,Safety
427,RADIATION MONITOR 2 USV/HR,SF 241 MUX,14,Safety
428,RADIATION MONITOR 2 WARN LEVEL,SF 261 MUX,14,Safety
429,RADIATION MONITOR 3 OFF STATUS,SF 202 REG,14,Safety
430,RADIATION MONITOR 3 USV/HR,SF 242 MUX,14,Safety
431,RADIATION MONITOR 3 WARN LEVEL,SF 262 MUX,14,Safety
432,RADIATION MONITOR 4 OFF STATUS,SF 203 REG,14,Safety
433,RADIATION MONITOR 4 USV/HR,SF 243 MUX,14,Safety
434,RADIATION MONITOR 4 WARN LEVEL,SF 263 MUX,14,Safety
435,RADIATION MONITOR 5 OFF STATUS,SF 204 REG,14,Safety
436,RADIATION MONITOR 5 USV/HR,SF 244 MUX,14,Safety
437,RADIATION MONITOR 5 WARN LEVEL,SF 264 MUX,14,Safety
438,RADIATION MONITOR 6 OFF STATUS,SF 205 REG,14,Safety
439,RADIATION MONITOR 6 USV/HR,SF 245 MUX,14,Safety
440,RADIATION MONITOR 6 WARN LEVEL,SF 265 MUX,14,Safety
441,RADIATION MONITOR 7 OFF STATUS,SF 206 REG,14,Safety
442,RADIATION MONITOR 7 USV/HR,SF 246 MUX,14,Safety
443,RADIATION MONITOR 7 WARN LEVEL,SF 266 MUX,14,Safety
444,RADIATION MONITOR 8 OFF STATUS,SF 207 REG,14,Safety
445,RADIATION MONITOR 8 USV/HR,SF 247 MUX,14,Safety
446,RADIATION MONITOR 8 WARN LEVEL,SF 267 MUX,14,Safety
447,RADIATION MONITOR 9 OFF STATUS,SF 210 REG,14,Safety
448,RADIATION MONITOR 9 USV/HR,SF 250 MUX,14,Safety
449,RADIATION MONITOR 9 WARN LEVEL,SF 270 MUX,14,Safety
450,RADIATION MONITOR 10 OFF STATUS,SF 211 REG,14,Safety
451,RADIATION MONITOR 10 USV/HR,SF 251 MUX,14,Safety
452,RADIATION MONITOR 10 WARN LEVEL,SF 271 MUX,14,Safety
453,RADIATION MONITOR 11 OFF STATUS,SF 212 REG,14,Safety
454,RADIATION MONITOR 11 USV/HR,SF 252 MUX,14,Safety
455,RADIATION MONITOR 11 WARN LEVEL,SF 272 MUX,14,Safety
456,RADIATION MONITOR 12 OFF STATUS,SF 213 REG,14,Safety
457,RADIATION MONITOR 12 USV/HR,SF 253 MUX,14,Safety
458,RADIATION MONITOR 12 WARN LEVEL,SF 273 MUX,14,Safety
459,RADIATION MONITOR 13 OFF STATUS,SF 214 REG,14,Safety
460,RADIATION MONITOR 13 USV/HR,SF 254 MUX,14,Safety
461,RADIATION MONITOR 13 WARN LEVEL,SF 274 MUX,14,Safety
462,RADIATION MONITOR 14 OFF STATUS,SF 215 REG,14,Safety
463,RADIATION MONITOR 14 USV/HR,SF 255 MUX,14,Safety
464,RADIATION MONITOR 14 WARN LEVEL,SF 275 MUX,14,Safety
465,RADIATION MONITOR 15 OFF STATUS,SF 216 REG,14,Safety
466,RADIATION MONITOR 15 USV/HR,SF 256 MUX,14,Safety
467,RADIATION MONITOR 15 WARN LEVEL,SF 276 MUX,14,Safety
468,RADIATION MONITOR 16 OFF STATUS,SF 217 REG,14,Safety
469,RADIATION MONITOR 16 USV/HR,SF 257 MUX,14,Safety
470,RADIATION MONITOR 16 WARN LEVEL,SF 277 MUX,14,Safety
471,"RESIDUAL RADIATION MONITORS WATCHDOG, SAFETY RESIDUAL RADIATION MONITORS",SF 442 MUX,"14, MNW1",Safety
472,"RADIATIONMONITOR17DEFEATED STATUS, RADIATIONMONITOR17WARNING STATUS",SF 220REG,14A,Safety
473,RADIATIONMONITOR17USV/HR,SF 300MUX,14A,Safety
474,RADIATIONMONITOR17WARN LEVEL,SF 320MUX,14A,Safety
475,"RADIATIONMONITOR18DEFEATED STATUS, RADIATIONMONITOR18WARNING STATUS",SF 221REG,14A,Safety
476,RADIATIONMONITOR18USV/HR,SF 301MUX,14A,Safety
477,RADIATIONMONITOR18WARN LEVEL,SF 321MUX,14A,Safety
478,"RADIATIONMONITOR19DEFEATED STATUS, RADIATIONMONITOR19WARNING STATUS",SF 222REG,14A,Safety
479,RADIATIONMONITOR19USV/HR,SF 302MUX,14A,Safety
480,RADIATIONMONITOR19WARN LEVEL,SF 322MUX,14A,Safety
481,"RADIATIONMONITOR20DEFEATED STATUS, RADIATIONMONITOR20WARNING STATUS",SF 223REG,14A,Safety
482,RADIATIONMONITOR20USV/HR,SF 303MUX,14A,Safety
483,RADIATIONMONITOR20WARN LEVEL,SF 323MUX,14A,Safety
484,"RADIATIONMONITOR21DEFEATED STATUS, RADIATIONMONITOR21WARNING STATUS",SF 224REG,14A,Safety
485,RADIATIONMONITOR21USV/HR,SF 304MUX,14A,Safety
486,RADIATIONMONITOR21WARN LEVEL,SF 324MUX,14A,Safety
487,"RADIATIONMONITOR22DEFEATED STATUS, RADIATIONMONITOR22WARNING STATUS",SF 225REG,14A,Safety
488,RADIATIONMONITOR22USV/HR,SF 305MUX,14A,Safety
489,RADIATIONMONITOR22WARN LEVEL,SF 325MUX,14A,Safety
490,"RADIATIONMONITOR23DEFEATED STATUS, RADIATIONMONITOR23WARNING STATUS",SF 226REG,14A,Safety
491,RADIATIONMONITOR23USV/HR,SF 306MUX,14A,Safety
492,RADIATIONMONITOR23WARN LEVEL,SF 326MUX,14A,Safety
493,"RADIATIONMONITOR24DEFEATED STATUS, RADIATIONMONITOR24WARNING STATUS",SF 227REG,14A,Safety
494,RADIATIONMONITOR24USV/HR,SF 307MUX,14A,Safety
495,RADIATIONMONITOR24WARN LEVEL,SF 327MUX,14A,Safety
496,"RADIATIONMONITOR25DEFEATED STATUS, RADIATIONMONITOR25WARNING STATUS",SF 230REG,14A,Safety
497,RADIATIONMONITOR25USV/HR,SF 310MUX,14A,Safety
498,RADIATIONMONITOR25WARN LEVEL,SF 330MUX,14A,Safety
499,"RADIATIONMONITOR26DEFEATED STATUS, RADIATIONMONITOR26WARNING STATUS",SF 231REG,14A,Safety
500,RADIATIONMONITOR26USV/HR,SF 311MUX,14A,Safety
501,RADIATIONMONITOR26WARN LEVEL,SF 331MUX,14A,Safety
502,"RADIATIONMONITOR27DEFEATED STATUS, RADIATIONMONITOR27WARNING STATUS",SF 232REG,14A,Safety
503,RADIATIONMONITOR27USV/HR,SF 312MUX,14A,Safety
504,RADIATIONMONITOR27WARN LEVEL,SF 332MUX,14A,Safety
505,"RADIATIONMONITOR28DEFEATED STATUS, RADIATIONMONITOR28WARNING STATUS",SF 233REG,14A,Safety
506,RADIATIONMONITOR28USV/HR,SF 313MUX,14A,Safety
507,RADIATIONMONITOR28WARN LEVEL,SF 333MUX,14A,Safety
508,"RADIATIONMONITOR29DEFEATED STATUS, RADIATIONMONITOR29WARNING STATUS",SF 234REG,14A,Safety
509,RADIATIONMONITOR29USV/HR,SF 314MUX,14A,Safety
510,RADIATIONMONITOR29WARN LEVEL,SF 334MUX,14A,Safety
511,"RADIATIONMONITOR30DEFEATED STATUS, RADIATIONMONITOR30WARNING STATUS",SF 235REG,14A,Safety
512,RADIATIONMONITOR30USV/HR,SF 315MUX,14A,Safety
513,RADIATIONMONITOR30WARN LEVEL,SF 335MUX,14A,Safety
514,"RADIATIONMONITOR31DEFEATED STATUS, RADIATIONMONITOR31WARNING STATUS",SF 236REG,14A,Safety
515,RADIATIONMONITOR31USV/HR,SF 316MUX,14A,Safety
516,RADIATIONMONITOR31WARN LEVEL,SF 336MUX,14A,Safety
517,"RADIATIONMONITOR32DEFEATED STATUS, RADIATIONMONITOR32WARNING STATUS",SF 237REG,14A,Safety
518,RADIATIONMONITOR32USV/HR,SF 317MUX,14A,Safety
519,RADIATIONMONITOR32WARN LEVEL,SF 337MUX,14A,Safety
520,WATER INLET TEMPERATURE,SB 160 MUX,15,Secondary Beamlines
521,WATER OUTLET TEMPERATURE,SB 161 MUX,15,Secondary Beamlines
522,"CU-LCW MESON HALL PRESSURE, MESON HALL LCW PRESSURE, WATER INPUT PRESSURE",MS 5 MUX,"15, 1AT, 2P",Miscellanious
523,"M15 PERMANENT MAGNET WATER FLOW, WATER FLOW",SB 163 MUX,"15, 61, 6I",Secondary Beamlines
524,"SEPTUM SNOUT 1 TEMPERATURE, SEPTUM THERMOCOUPLE 1 TEMPERATURE",TG 303 MUX,"17, 61",Targets
525,"SEPTUM SNOUT 2 TEMPERATURE, SEPTUM THERMOCOUPLE 2 TEMPERATURE",TG 304 MUX,"17, 61",Targets
526,M9Q1 TEMPERATURE,B1 400 MUX,17,Beamline 1
527,"1AW2 WINDOW, T17 - 1AW2 WINDOW TEMP",TG 46 MUX,"17, 63",Targets
528,M9Q2 TEMPERATURE,B1 401 MUX,17,Beamline 1
529,1AQ7 TEMPERATURE,B1 360 MUX,17,Beamline 1
530,M11Q1 TEMPERATURE,B1 402 MUX,17,Beamline 1
531,1AQ8 TEMPERATURE,B1 361 MUX,17,Beamline 1
